ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2381229,Ge Profile,PVD28BYNC***,",PVD28BYNFS,",084691869184,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,68.6,35.8,27.9,34.4,758,794.0,,,,1,Wi-Fi,1.0,XMPP https://tools.ietf.org/html/rfc6120 TLS https://tools.ietf.org/html/rfc5246,0.0,2021-07-01,2021-06-18,"United States, Canada",ES_1123206_PVD28BYNC***_06282021092311_80088882,0
2470968,Golden,BCD510*,",,* , can be any of A-Z,a-z,0-9,version code or blank.",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,65.0,30.0,18.0,21.0,362,403.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-04-27,2023-05-02,"United States, Canada",ES_1043740_BCD510*_050220230336372_1003484,1
2732643,Golden,BCD510**,",,* can be replaced by A to Z or 1 to 9 denotes products with features",197644336968,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.0,33.0,18.0,21.0,362,403.0,,,,0,,,,,2023-11-01,2023-11-13,"United States, Canada",ES_1043740_BCD510**_111320230137313_1424807,1
4497521,Genuine Comfort,GCCF-B16LA0-1,",,Employ with compressor QD35C5",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.6,17.5,1.6,1.6,208,232.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-B16LA0-1_082820250541981_9002014,0
4497524,Genuine Comfort,GCCF-B26LA0-1,",,Employ with compressor options: QD35Y11G, DG40BY1A, L35C5L",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,25.0,17.5,2.6,2.6,215,239.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-B26LA0-1_08282025054110_7689157,0
4497526,Genuine Comfort,GCCF-B32LA0-1,",,Employ with compressor options: L35C5L, DG40BY1A, QD35Y11G",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,31.2,17.5,3.2,3.2,219,244.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-B32LA0-1_082820250541583_8140954,0
4497519,Genuine Comfort,GCCF-B45LA0-1,",,Employ with compressor options: DG40BY1A, L35C5L",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,31.5,20.3,4.4,4.4,226,254.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-B45LA0-1_082820250541257_5125789,0
4497522,Genuine Comfort,GCCF-S16LA0-1,",,Employ with compressor QD35C5",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.6,17.5,1.6,1.6,208,232.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-S16LA0-1_082820250542587_1129854,0
4497523,Genuine Comfort,GCCF-S26LA0-1,",,Employ with compressor options: QD35Y11G, DG40BY1A, L35C5L",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,25.0,17.5,2.6,2.6,215,239.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-S26LA0-1_082820250542246_1163491,0
4497525,Genuine Comfort,GCCF-S32LA0-1,",,Employ with compressor options: L35C5L, DG40BY1A, QD35Y11G",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,31.2,17.5,3.2,3.2,219,244.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-S32LA0-1_082820250541311_4896878,0
4497520,Genuine Comfort,GCCF-S45LA0-1,",,Employ with compressor options: DG40BY1A, L35C5L",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,31.5,20.3,4.4,4.4,226,254.0,,,,0,,,,,2025-07-25,2025-08-28,"United States, Canada",ES_1145374_GCCF-S45LA0-1_082820250631408_8807139,0
2375170,Hisense,HRT180N6A*,",,The symbols * can be replaced with A, B, C to Z, it means the color of enclosure.",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.5,29.7,18.0,21.1,363,404.0,,,,0,,,,,2021-03-10,2021-03-16,"United States, Canada",ES_1110877_HRT180N6A*_031020210150399_6984653,1
2388715,Hisense,HRT180N6A*E,",,The symbols * can be replaced with A, B, C to Z, it means the color of enclosure.",810088360343;810088360350;810088360367,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.5,29.7,18.0,21.1,363,404.0,,,,0,,,,,2021-11-29,2021-12-02,"United States, Canada",ES_1110877_HRT180N6A*E_120120212001833_9598567,1
2398233,Hisense,LMS016M6RBE,",HRC016ABE,; ,LMS016M7RVE,; ,RC16A1GBE,",810088360992;810088361357;810088361470;810088366895,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,19.7,17.5,1.6,1.6,246,274.0,,,,0,,,,,2022-06-29,2022-07-06,"United States, Canada",ES_1110877_LMS016M6RBE_06292022165745_1706506,0
2398255,Hisense,LMS026M6RBE,",HRC025ABE,; ,LMS026M6RVE,; ,RC26A1GBE,",810088361005;810088361012;810088361487;810088366901,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,27.4,17.5,2.5,2.5,254,282.0,,,,0,,,,,2022-07-10,2022-07-07,"United States, Canada",ES_1110877_LMS026M6RBE_07042022173421_7717706,0
2395422,Hisense,LMS033M6RBE,",HRC033ABE,; ,HRC033AWE,; ,LMS033M6RVE,; ,RC33A1G*E,; ,RC33A1GWE,",810088361029;810088361036;810088361227;810088366918;810088366925,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.2,18.7,3.3,3.3,260,290.0,,,,0,,,,,2022-04-23,2022-05-04,"United States, Canada",ES_1110877_LMS033M6RBE_04272022170057_7974817,0
2395421,Hisense,LMS044M6RBE,",HRC044AVE,; ,LMS044M6RVE,; ,RC44A1G*E,; ,RC44A1GBE,",810088361043;810088361050;810088361500;810088366932,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,33.1,18.7,4.4,4.4,269,300.0,,,,0,,,,,2022-04-23,2022-05-04,"United States, Canada",ES_1110877_LMS044M6RBE_04272022160823_8501092,0
2399463,Hisense,LMT33M6AVE,",HRT031AVE,; ,RC31C2WSE,",810088361364;810088361906;810088366949,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,33.9,18.7,3.1,3.7,321,358.0,,,,0,,,,,2022-07-26,2022-08-02,"United States, Canada",ES_1110877_LMT33M6AVE_07282022100635_7879297,0
2399464,Hisense,LMT43M6ABE,",HRT044AAE,; ,HRT044AVE,; ,HRT044VE,; ,LMT43M6AVE,; ,RC44C2GSE,",810088361388;810088361395;810088361937;810088366956;810088366963;810088367489,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,46.1,18.7,4.4,5.2,329,367.0,,,,0,,,,,2022-07-26,2022-08-02,"United States, Canada",ES_1110877_LMT43M6ABE_07282022113503_865442,0
2390450,Hisense,RB17A2C*E,",,The symbol * in above model number can be placed by A, B, C... to Z, means difference color of enclosure.",810088360732,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,69.1,31.1,17.2,21.1,453,504.0,,,,0,,,,,2022-01-10,2024-08-23,"United States, Canada",ES_1110877_RB17A2C*E_011320220046783_8372749,0
2341352,Hisense,RB17N6C*E,",,The symbol * in above model number can be placed by A, B, C, to Z, means difference color of enclosure.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,69.1,31.3,17.1,20.9,535,586.0,,,,0,,,,,2019-07-15,2019-07-17,"United States, Canada",ES_1110877_RB17N6C*E_07182019004606_0766533,0
2357787,Hisense,RB17N6F*E,",,The symbol * may be A to Z, means different control panel.",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,69.1,31.3,17.1,20.9,451,502.0,,,,0,,,,,2022-09-06,2020-04-08,"United States, Canada",ES_1110877_RB17N6F*E_04092020031931_2371558,0
2508266,Hisense,RB22A2F*E,",,The symbols  *, can be replaced with A to Z, it means the color of enclosure.",810088362927,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,67.9,31.3,22.3,27.5,501,560.0,,,,0,,,,,2023-05-29,2023-06-12,"United States, Canada",ES_1110877_RB22A2F*E_061220230400875_3552569,0
2407374,Hisense,RC33C1G*E,",WMS033M6XBE,; ,WMS033M6XVE,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.2,18.7,3.3,3.3,220,245.0,,,,0,,,,,2022-01-10,2023-01-26,"United States, Canada",ES_1110877_RC33C1G*E_12282022194350_3184652,0
2395435,Hisense,RF200D4C*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088361449,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,70.3,36.0,19.8,25.5,648,711.0,,,,0,,0.0,,,2022-03-29,2022-05-05,"United States, Canada",ES_1110877_RF200D4C*E_050420220525884_3823298,0
2365932,Hisense,RF210N6A*E,",,* could be 0-9 or A-Z",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.9,29.9,20.8,26.0,468,547.0,,,,0,,,,,2020-05-25,2020-09-17,"United States, Canada",ES_1110877_RF210N6A*E_09182020065150_1910663,0
2348391,Hisense,RF210N6W*E,",,Compressor VTH1113Y A; ,,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,36.0,20.9,25.6,573,628.0,,,,0,,0.0,,,2019-09-25,2019-09-25,"United States, Canada",ES_1110877_RF210N6W*E_10142019024945_1385670,0
2391099,Hisense,RF21A3F*E,",,* could be 0-9 or A-Z",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,66.9,29.9,20.8,26.0,468,547.0,,,,0,,,,,2020-05-25,2022-01-20,"United States, Canada",ES_1110877_RF21A3F*E_012020220133936_5512977,0
2391551,Hisense,RF21B3F*E,",,* can be 0 to 9 or A to Z for minor appearance differences. (compressor VFA110CY1)",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,66.9,29.9,20.6,25.8,547,629.0,,,,0,,,,,2022-01-06,2022-04-14,United States,ES_1110877_RF21B3F*E_012020222008336_7289391,0
2407448,Hisense,RF225C3C*EI,",,The symbols *, maybe replaced by A to Z. It means the color of enclosure.",810088362606,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.3,36.0,22.4,27.7,590,646.0,,,,0,,,,,2023-01-18,2023-01-30,"United States, Canada",ES_1110877_RF225C3C*EI_013020230312128_6272722,0
3706648,Hisense,RF22B3F*E,",,Brand : Hisense (The symbols * may be replaced by A, B, C to Z, it means the color of enclosure.)(Compressor options: VFL110CY1, VTH1113YG)",810088362477,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.9,31.3,22.1,27.3,585,643.0,,,,0,,,,,2023-02-23,2024-10-21,"United States, Canada",ES_1110877_RF22B3F*E_10212024015131_1020319,0
3419036,Hisense,RF22B3FSEI,",,Brand : Hisense (Compressor options: VFL110CY1, VTH1113YG)",810088362583,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,67.9,31.3,22.1,27.3,585,643.0,,,,0,,,,,2023-02-23,2024-03-21,"United States, Canada",ES_1110877_RF22B3FSEI_032120240634377_4581905,0
2390447,Hisense,RF254N6C*E,",,The symbols * maybe replaced by A, B, C... to Z means the color of enclosure.",810088360756,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,0,0,1,1,0,70.0,36.0,25.4,31.3,696,765.0,,,,0,,,,,2022-01-10,2022-01-13,"United States, Canada",ES_1110877_RF254N6C*E_01132022000911_5396037,0
2394907,Hisense,RF266C3F*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088361517,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,36.0,26.6,32.7,583,690.0,,,,0,,,,,2023-07-03,2023-09-14,"United States, Canada",ES_1110877_RF266C3F*E_04202022033280_6442832,0
2357685,Hisense,RF26N6A*E,",,Compressor VFL110CY1; ,,The * may be any letter or number, represent different buyers, the color of enclosure, or the location of the door handle",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,35.9,26.6,32.5,628,689.0,,,,0,,,,,2020-04-02,2020-04-06,"United States, Canada",ES_1110877_RF26N6A*E_04062020075947_9987586,0
2395380,Hisense,RF27A3F*E,",,The symbols * maybe replaced by A, B, C to Z, it means the color of enclosure.",810088361432,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.0,36.0,26.7,32.8,546,607.0,,,,0,,,,,2022-04-26,2022-05-03,"United States, Canada",ES_1110877_RF27A3F*E_050320220734550_7794148,0
2379611,Hisense,WMS017M6XBE,",HMS016M6RVE,; ,RC16C1G*E,; ,RC16C1GBE,; ,WMS017M6XVE,",810088361456;810088364563;819130029368,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.7,17.5,1.6,1.6,208,232.0,,,,0,,,,,2021-06-15,2021-06-16,"United States, Canada",ES_1110877_WMS017M6XBE_06122021094500_7349511,0
2397745,Hisense,WMS026M6XBE,",RC26C1GBE,",810088360923;810088361173,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,27.4,17.5,2.6,2.6,215,239.0,,,,0,,,,,2022-09-30,2022-06-23,"United States, Canada",ES_1110877_WMS026M6XBE_06202022134235_1933557,0
2393667,Hisense,WMS044M6XBE,",HMS044M6RRE,; ,RC44C1GBE,; ,RC44C1GSE,; ,RC44C1GWE,; ,WMS044M6XVE,",810088360954;810088360961;810088361197;810088361425;810088363795,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.1,18.7,4.4,4.4,228,254.0,,,,0,,,,,2022-04-30,2022-03-08,"United States, Canada",ES_1110877_WMS044M6XBE_03012022142250_3394433,0
2398234,Hisense,WMS053M6XVE,",LMS053M6RVE,",810088360978;810088361067,Compact Refrigerator,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,1,0,0,0,0,42.5,20.2,5.4,5.7,273,304.0,,,,0,,,,,2022-06-30,2022-07-06,"United States, Canada",ES_1110877_WMS053M6XVE_06282022133228_6178247,0
3619594,Homcom,800-128BK,"Refrigerator-Freezer,800-128BK,; Refrigerator-Freezer,800-128V81BK,",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,34.1,17.9,3.2,3.9,304,359.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-08-09,2024-04-03,Canada,ES_1151114_800-128BK_08092024140000_0000001,0
3626780,Homcom,800-129V81BK,"Refrigerator,800-129V80WT,; Refrigerator,800-129V81BK,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.8,18.7,3.2,3.2,206,244.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-04-07,2024-04-07,Canada,ES_1151114_800-129V81BK_08272024090000_0000001,0
2384737,Honeywell,H31MRB*,",,*  can be any of A-Z,a-z,0-9,version code or blank",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,33.0,18.5,3.1,3.8,270,358.0,,,,0,,,,,2021-09-15,2021-09-29,"United States, Canada",ES_1132323_H31MRB*_092920210043722_4772576,0
2384738,Honeywell,H31MRS*,",,*  can be any of A-Z,a-z,0-9,version code or blank",,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,33.0,18.5,3.1,3.8,270,358.0,,,,0,,,,,2021-09-15,2021-09-29,"United States, Canada",ES_1132323_H31MRS*_092920210043409_1952348,0
3701838,Hallman,HBFSBMID24VS,",HBFSBMID24SS,; ,HCLFSBMID24SS,; ,HCLFSBMID24VS,",804467920983;804467969517;810137126500;810137126524,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,73.2,23.4,11.5,14.2,396,443.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_1145610_HBFSBMID24VS_09252024172728_7535342,0
3701833,Hallman,HBFSBMIDIM24VS,",HBFSBMIDIM24SS,; ,HCLFSBMIDIM24SS,; ,HCLFSBMIDIM24VS,",804467642311;804467966592;810137126517;810137126531,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,73.2,23.4,11.5,14.2,480,527.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_1145610_HBFSBMIDIM24VS_09252024171215_9684686,0
3550204,Hamilton Beach,BC-396,",HBFRF1495-B-3BCOM,; ,HZ49411494-B,",058465829568,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,0,0,0,0,0,62.0,27.9,14.0,14.0,269,301.0,,,,0,,,,,2024-06-11,2024-07-01,United States,ES_1120898_HBFRF1495-B-3BCOM_06172024144054_3145563,0
2404478,Hamilton Beach,EFR100-B-BLACK,"Refrigerator,EFR107-B-BLACK-COM,",58465806866,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR100-B-BLACK_11142022122539_9026551,0
2404473,Hamilton Beach,HBF1600-BLUE,"Refrigerator,HBF1600-RED,",58465795153,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_HBF1600-BLUE_11142022122539_3493395,0
2404472,Hamilton Beach,HBF1600-CORAL,"Refrigerator,HBF1600-BLUE,",58465822620,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_HBF1600-CORAL_11142022122539_5629437,0
2404475,Hamilton Beach,HBF1600-CREAM,"Refrigerator,HBF1600-CORAL,",58465822835,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_HBF1600-CREAM_11142022122539_6762130,0
2404474,Hamilton Beach,HBF1600-RED,"Refrigerator,HBF1600-CREAM,",58465822828,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_HBF1600-RED_11142022122539_2389085,0
2398569,Hamilton Beach,HBF1600-WHITE,",HBF1600-BLUE,; ,HBF1600-CORAL,; ,HBF1600-CREAM,; ,HBF1600-MOONBM,; ,HBF1600-RED,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,,,0,,,,,2022-06-10,2022-07-10,United States,ES_1120898_HBF1600-WHITE_07182022123855_8936423,0
3786702,Hamilton Beach,HBF1663-SSBLACK,",,Employ compressor VTB1113Y",058465835101,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.1,32.9,16.6,20.4,425,498.0,,,,0,,,,,2024-11-01,2024-11-12,"United States, Canada",ES_1120898_HBF1663-SSBLACK_111220240433869_2494457,0
2667904,Hamilton Beach,HBF1770/HZ0771,",,Employ compressor VFA090CY1",058465825423,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.1,29.9,17.7,21.7,435,509.0,,,,0,,,,,2025-06-05,2025-06-19,"United States, Canada",ES_1120898_HBF1770/HZ0771_09152023053761_8167980,0
3531096,Hamilton Beach,HBF1772,",,Employ compressor VFA090CY1",058465827182,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.1,29.9,17.7,21.7,435,509.0,,,,0,,,,,2025-06-05,2025-06-19,"United States, Canada",ES_1120898_HBF1772_052720240654590_5142817,0
3419016,Hamilton Beach,HBF1800,",,Employ compressor VFA090CY1",058465830335,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.1,29.9,18.0,22.0,438,512.0,,,,0,,,,,2025-06-05,2025-06-19,"United States, Canada",ES_1120898_HBF1800_032020240818100_8849807,0
2667906,Hamilton Beach,HBF2067/HZ7602,",,Employ compressor VFA110CY",058465826574,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,70.1,35.9,20.3,25.0,461,538.0,,,,0,,,,,2025-06-05,2025-06-19,"United States, Canada",ES_1120898_HBF2067/HZ7602_091520230537560_2979436,0
2398274,Hamilton Beach,HBF3200-BLACK,",HBF3200-BLUE,; ,HBF3200-CORAL,; ,HBF3200-CREAM,; ,HBF3200-MOONBM,; ,HBF3200-RED,; ,HBF3200-WHITE,; ,HBF3210-BLACK,; ,HBF3210-BLUE,; ,HBF3210-CORAL,; ,HBF3210-CREAM,; ,HBF3210-MOONBM,; ,HBF3210-WHITE,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,33.0,17.0,3.2,3.2,218,244.0,,,,0,,,,,2022-06-01,2022-06-26,United States,ES_1120898_HBF3200-BLACK_07082022124957_7297119,0
2370695,Hisense,BCD-450WYZ/HC1(H),",,2 compressor options:EZ65H1Y-U, TB1112HY",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,69.1,31.1,17.2,21.1,491,588.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2020-12-04,2020-12-09,"United States, Canada",ES_1110877_BCD-450WYZ/HC1(H)_120720200136534_5605395,0
2357681,Hisense,BCD-740WP/HC,",,Compressor VFL110CY1",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,35.9,26.6,32.5,628,689.0,,,,0,,,,,2020-04-02,2020-04-06,"United States, Canada",ES_1110877_BCD-740WP/HC_04062020080038_0038783,0
2357682,Hisense,BCD-740WPZR/HC,",,Compressor VFL110CY1",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,70.0,35.9,26.6,32.5,628,689.0,,,,0,,,,,2020-04-02,2020-04-06,"United States, Canada",ES_1110877_BCD-740WPZR/HC_04062020075537_9737330,0
